EmployeeNumber,EmployeeName,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HireDate,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Y_N
7049,"Joshua Sanchez",52,Yes,"Travel Rarely",223,Sales,13,5,"Life Science",1,4,Male,2003-12-29,52,1,4,"Sales Representative",4,Married,9710,21399,3,NULL,No,20,3,2,80,1,34,1,2,21,15,11,6,1
4186,"Michelle Hernandez",18,Yes,"Travel Rarely",1267,"Research and Development",1,3,"Life Science",1,4,Female,2024-12-04,77,3,1,"Research Scientist",3,Married,2831,3078,3,NULL,No,15,3,2,80,1,0,2,3,0,0,0,0,1
9004,"Jennifer Williams",34,No,"Travel Rarely",1454,Sales,15,2,Marketing,1,1,Female,2021-01-03,47,2,5,"Sales Executive",3,Single,17423,7788,2,NULL,Yes,12,3,4,80,0,13,2,4,3,3,0,3,0
2632,"Charles Harris",42,Yes,"Travel Rarely",233,"Research and Development",6,4,Medical,1,2,Male,2023-07-11,45,3,3,"Research Scientist",3,Single,7039,23408,2,NULL,No,21,3,4,80,0,22,2,1,1,1,0,0,1
7424,"Robert Lewis",35,No,"No Travel",271,"Research and Development",29,4,"Life Science",1,4,Male,2023-08-17,88,3,4,"Laboratory Technician",2,Married,14941,4077,5,NULL,Yes,15,3,4,80,0,17,2,1,1,1,0,1,0
7680,"Anthony Miller",37,No,"Travel Rarely",1390,NULL,6,3,Marketing,1,4,Male,2012-12-20,58,3,3,"Sales Executive",3,Married,6779,22351,7,NULL,No,16,3,2,80,2,17,2,3,12,6,9,6,0
7509,"Robert Wilson",44,Yes,"Travel Frequently",635,"Research and Development",4,2,"Life Science",1,3,Male,2013-02-07,66,1,3,"Manufacturing Director",3,Divorced,7385,9506,1,NULL,Yes,15,3,2,80,1,22,0,2,11,5,8,5,1
3645,"Cynthia Jackson",30,Yes,"Travel Frequently",521,"Research and Development",13,2,"Life Science",1,3,Female,2020-04-02,72,3,3,"Research Scientist",2,Single,7045,16824,1,NULL,No,23,3,3,80,0,10,5,1,4,3,0,0,1
5342,"Rebecca King",48,No,"Travel Rarely",106,"Research and Development",14,2,Medical,1,4,Female,1997-09-21,58,3,5,"Healthcare Representative",3,Married,19999,25881,1,NULL,No,12,3,3,80,0,29,2,3,27,9,10,25,0
528,"Gary White",33,No,"No Travel",1224,"Research and Development",3,3,Medical,1,3,Male,2020-11-20,69,4,4,"Research Scientist",3,Divorced,18729,14998,2,NULL,No,23,4,1,80,1,15,2,3,4,3,3,3,0
1636,"Ashley Scott",33,No,"Travel Rarely",1036,"Research and Development",14,3,"Life Science",1,1,Female,2009-06-13,59,2,3,"Laboratory Technician",3,Married,9434,5183,2,NULL,No,21,3,3,80,0,15,6,3,15,6,2,12,0
4258,"Ronald Clark",39,No,"Travel Rarely",937,"Research and Development",6,2,"Technical Degree",1,1,Male,2012-05-10,72,2,5,"Laboratory Technician",1,Married,13102,13625,1,NULL,No,17,4,4,80,1,20,2,3,12,0,10,6,0
2685,"Richard Flores",38,No,"Travel Rarely",722,"Research and Development",29,3,"Life Science",1,1,Male,2019-07-27,53,2,5,"Research Scientist",4,Divorced,18351,9877,3,NULL,No,21,3,3,80,1,18,1,2,5,3,0,5,0
4315,"Charles Lopez",33,Yes,"Travel Frequently",899,"Research and Development",5,3,"Technical Degree",1,3,Male,2012-01-04,36,3,3,Manager,1,Single,7782,11318,4,NULL,No,16,3,3,80,0,14,2,3,12,3,2,2,1
5259,"Paul Hernandez",27,No,"Travel Frequently",833,"Research and Development",3,2,Other,1,1,Male,2021-04-03,37,3,2,Manager,3,Single,5027,23426,5,NULL,Yes,21,3,4,80,0,8,2,3,3,0,3,1,0
8062,"Cynthia Anderson",43,No,"Travel Rarely",132,"Research and Development",10,3,"Life Science",1,2,Female,2016-08-28,83,3,3,"Research Scientist",4,Divorced,4763,20361,4,NULL,No,20,3,1,80,0,23,1,3,8,4,2,6,0
4727,"Melissa Jackson",30,No,"Travel Rarely",725,Sales,6,3,Medical,1,3,Female,2016-04-20,49,2,4,Manager,4,Missing,17984,7032,3,NULL,No,12,4,4,80,1,10,3,3,8,0,4,7,0
8463,"Jeffrey Torres",42,Yes,"Travel Rarely",825,"Research and Development",11,3,"Life Science",1,4,Male,2008-07-08,63,3,4,"Laboratory Technician",4,Divorced,14181,18062,2,NULL,Yes,22,3,3,80,2,23,4,3,16,11,5,16,1
4770,"Joseph Rodriguez",34,No,Missing,1237,"Research and Development",23,2,Medical,1,3,Male,2014-10-26,49,2,5,"Laboratory Technician",4,Married,19999,25146,3,NULL,No,11,3,2,80,1,14,1,2,10,3,10,7,0
4364,"Edward Scott",35,No,"Travel Rarely",1090,Sales,2,5,Marketing,1,3,Male,2013-01-31,34,3,4,"Sales Executive",3,Married,10575,17775,1,NULL,Yes,13,3,3,80,1,14,1,4,11,1,4,0,0
3738,"Charles Jackson",53,No,"No Travel",1174,"Research and Development",1,3,"Life Science",1,1,Male,1999-09-01,30,3,3,Manager,4,Single,8726,7555,0,NULL,Yes,19,3,1,80,0,35,2,2,25,20,23,14,0
2341,"Ashley Rodriguez",38,No,"Travel Frequently",1241,Sales,20,4,"Life Science",1,4,Female,2013-04-10,86,2,4,Manager,4,Single,12886,22961,4,NULL,No,17,3,3,80,0,17,2,3,11,9,8,10,0
3502,"William Clark",40,Missing,"Travel Rarely",442,"Research and Development",1,1,Medical,1,2,Male,2009-08-25,35,2,5,"Research Scientist",4,Married,19999,6367,0,NULL,Yes,17,4,3,80,1,21,2,3,15,9,6,10,NULL
359,"Carol Thomas",40,Yes,"Travel Frequently",1075,"Research and Development",13,3,Medical,1,3,Female,2016-02-01,39,3,4,Manager,3,Single,11629,7373,2,NULL,Yes,21,3,3,80,1,21,2,3,8,5,3,1,1
4238,"David Sanchez",33,No,"Travel Rarely",1118,"Research and Development",14,4,Missing,1,1,Male,2014-02-28,59,2,3,"Laboratory Technician",3,Married,9178,15582,8,NULL,No,21,4,3,80,1,15,2,3,10,6,7,6,0
2419,"Patricia Clark",28,No,"Travel Rarely",1161,Sales,2,3,Marketing,1,3,Female,2021-05-25,59,2,3,Manager,2,Married,9494,2621,0,NULL,No,21,3,2,80,1,9,4,3,3,2,3,0,0
3970,"Kevin Gonzalez",29,No,"Travel Rarely",375,Sales,1,4,"Life Science",1,3,"Unmapped Value",2022-01-25,50,3,2,"Sales Representative",4,Single,4868,8437,5,NULL,No,24,3,1,80,1,10,5,3,2,2,0,0,0
2845,"Daniel Flores",35,No,"No Travel",678,Sales,1,3,"Life Science",1,1,Male,2014-09-22,83,4,4,"Sales Representative",3,Single,15426,17938,7,NULL,No,23,3,1,80,0,16,2,3,10,0,6,9,0
6979,"Linda Harris",41,No,"Travel Rarely",455,"Research and Development",8,3,"Life Science",1,2,Female,2019-05-13,56,3,3,"Manufacturing Director",4,Single,7912,12781,3,NULL,No,15,3,3,80,1,21,4,3,5,0,5,1,0
8169,"James Thomas",29,No,"Travel Rarely",968,Sales,2,5,Other,1,4,Male,2017-05-08,57,3,3,"Sales Representative",3,Single,7024,24436,1,NULL,Yes,11,3,4,80,0,9,2,3,7,0,4,6,0
1706,"Joshua Lewis",43,No,"Travel Rarely",313,"Research and Development",24,3,Marketing,1,3,Male,2022-05-18,81,4,3,Manager,4,Single,9965,7973,3,NULL,Yes,16,3,2,80,1,23,3,4,2,2,1,2,0
9358,"Andrew Taylor",41,No,"No Travel",387,"Research and Development",18,4,"Technical Degree",1,3,Male,2008-07-28,70,2,5,"Research Scientist",2,Married,19999,14035,2,NULL,Yes,12,3,3,80,1,23,4,2,16,2,5,1,0
7018,"Michael Martinez",44,No,"Travel Rarely",1026,Sales,1,3,Marketing,1,1,Male,2000-01-10,79,3,3,"Sales Executive",4,Married,9126,8404,3,NULL,No,13,3,1,80,1,24,2,2,24,5,22,0,0
4171,"Kenneth Wright",31,No,"Travel Rarely",929,"Research and Development",1,2,"Technical Degree",1,1,Male,2021-03-20,63,2,3,"Healthcare Representative",4,Divorced,9998,19589,1,NULL,No,11,3,3,80,2,13,2,3,3,0,0,2,0
8579,"George Taylor",52,No,"Travel Rarely",947,Sales,15,4,"Technical Degree",1,4,Male,2016-03-07,48,3,4,"Sales Executive",4,Married,11878,5413,3,NULL,No,11,3,3,80,2,34,0,3,8,7,8,2,0
586,"Sharon Hill",31,Yes,"Travel Rarely",314,"Research and Development",2,3,"Life Science",1,2,Female,2017-11-17,98,4,4,"Laboratory Technician",3,Married,12972,12093,3,NULL,Yes,22,3,4,80,2,13,6,2,7,6,3,7,1
8350,"Cynthia Wilson",26,No,"Travel Rarely",1116,Sales,2,4,"Life Science",1,1,Female,2024-02-25,85,2,2,"Sales Executive",3,Single,5847,23238,6,NULL,Yes,14,3,1,80,0,4,2,4,0,0,0,0,0
7345,"Amanda Anderson",40,No,"Travel Rarely",967,"Research and Development",9,3,Medical,1,3,Female,2011-02-05,76,4,4,"Research Director",3,Married,11122,22402,1,NULL,No,11,3,3,80,1,21,2,3,13,4,0,9,0
4298,"Jeffrey Garcia",44,No,"Travel Rarely",1478,Sales,5,3,"Life Science",1,4,Male,2009-02-19,97,4,4,"Sales Executive",4,Married,16060,6817,3,NULL,No,23,3,1,80,2,25,2,3,15,11,3,15,0
1555,"Betty Miller",33,No,"Travel Rarely",1173,"Research and Development",5,2,"Life Science",1,1,Female,2023-10-26,42,2,4,"Research Scientist",2,Single,12975,5958,2,NULL,No,15,3,3,80,1,13,3,1,1,1,0,1,0
9590,"Karen Brown",30,No,"Travel Rarely",557,"Research and Development",14,5,"Technical Degree",1,3,Female,2022-04-04,79,3,3,"Research Scientist",3,Married,11017,12954,3,NULL,No,13,3,4,80,1,11,3,3,2,2,1,2,0
4590,"Laura Walker",52,No,"Travel Rarely",1142,"Research and Development",8,1,"Technical Degree",1,3,Female,2002-11-01,96,3,5,"Research Scientist",3,Married,15689,2277,7,NULL,No,14,3,3,80,1,34,3,3,22,7,22,8,0
7516,"Linda Clark",36,Yes,"Travel Rarely",762,"Research and Development",29,4,"Life Science",1,3,Female,2014-05-24,85,4,3,"Research Scientist",3,Single,9027,25886,3,NULL,Yes,16,4,2,80,0,15,3,4,10,3,8,8,1
2052,"James Robinson",30,No,"Travel Rarely",1062,Sales,1,5,Marketing,1,2,Male,2016-10-14,97,3,3,Manager,4,Married,10866,22081,4,NULL,Yes,14,3,3,80,3,11,0,4,8,6,7,5,0
9325,"Mark Johnson",52,No,"No Travel",205,"Research and Development",1,3,"Human Resources",1,1,Male,2009-05-02,89,3,5,"Research Scientist",4,Married,17220,26558,5,NULL,No,16,3,4,80,1,30,3,3,15,1,5,4,0
6635,"Michael Martinez",38,No,"Travel Frequently",443,"Human Resources",2,3,"Human Resources",1,2,Male,2022-11-30,71,4,4,"Human Resources",4,Married,15932,18546,1,NULL,No,23,3,3,80,2,17,1,3,2,0,2,0,0
2288,"Thomas Sanchez",35,No,"Travel Frequently",271,Sales,8,4,"Life Science",1,3,Male,2019-07-18,33,3,5,Manager,4,Single,18069,20535,1,NULL,No,14,3,3,80,1,16,2,2,5,5,3,4,0
8125,"Joseph Anderson",32,Yes,"Travel Rarely",452,"Research and Development",10,3,"Technical Degree",1,1,Male,2013-07-11,68,2,5,"Research Scientist",3,Single,19999,14974,0,NULL,NULL,21,3,4,80,2,14,3,2,11,9,7,11,1
2599,"Jennifer Moore",36,No,"Travel Rarely",1133,Sales,1,5,"Technical Degree",1,3,Female,2018-09-13,50,4,3,"Sales Executive",3,Married,7596,11069,2,NULL,Yes,17,3,2,80,1,17,2,2,6,0,2,1,0
4653,"Jacob Wilson",33,No,"Travel Frequently",273,Sales,4,3,Marketing,1,4,Male,2023-06-12,31,3,4,"Sales Executive",4,Married,9217,16621,2,NULL,Yes,13,3,4,80,0,14,2,1,1,0,1,1,0
5612,"Michael Walker",48,No,"Travel Rarely",1392,"Research and Development",5,4,"Life Science",1,1,Male,2022-06-19,56,1,4,"Research Scientist",4,Married,14775,22855,6,NULL,No,11,3,3,80,1,27,2,4,2,0,0,2,0
9439,"Ashley Harris",41,No,"Travel Rarely",225,"Research and Development",-7,2,"Technical Degree",1,2,Female,2020-10-08,82,3,4,"Laboratory Technician",2,Single,9874,12741,1,NULL,Yes,14,3,1,80,2,20,1,4,4,0,4,2,0
5309,"Richard Smith",33,No,"Travel Rarely",272,Sales,12,3,Marketing,1,1,Male,2017-11-30,94,3,3,"Sales Executive",1,Married,8587,10071,4,NULL,No,23,3,2,80,1,11,3,2,7,7,3,3,0
462,"Sandra Perez",25,Yes,"Travel Rarely",300,"Research and Development",19,2,Medical,1,4,Female,2019-12-07,31,4,2,"Research Director",2,Divorced,5904,23067,1,NULL,Yes,14,4,1,80,2,6,2,4,5,4,5,1,1
3102,"Laura Williams",26,No,"Travel Rarely",396,"Research and Development",10,5,Medical,1,4,Female,2019-08-23,45,4,3,"Research Director",3,Divorced,6733,12375,2,NULL,No,12,3,2,80,2,8,6,4,5,4,2,1,0
9670,"Ashley Martinez",25,Yes,"Travel Rarely",872,Sales,5,4,"Life Science",1,2,Female,2019-08-27,66,4,4,"Sales Executive",1,Single,13546,10095,3,NULL,No,23,3,4,80,1,6,0,3,5,1,0,3,1
6447,"David Miller",38,No,"Travel Rarely",308,"Human Resources",5,3,"Human Resources",1,4,Male,2006-04-16,53,4,4,"Human Resources",4,Single,10696,25376,1,NULL,Yes,22,3,3,80,0,18,2,4,18,4,17,13,0
1369,"Steven Walker",44,Yes,"Travel Frequently",1454,"Research and Development",4,3,Medical,1,1,Male,2024-07-31,35,2,4,Manager,1,Single,14602,8538,1,NULL,No,22,3,4,80,1,23,2,1,0,0,0,0,1
5032,"Jacob Nguyen",23,No,"Travel Frequently",1268,"Research and Development",7,2,Medical,1,1,Male,2022-03-14,53,2,1,"Research Director",4,Married,3663,19659,2,NULL,No,13,4,3,80,2,2,5,3,2,1,1,1,0
2163,"Nancy Ramirez",20,No,"Travel Rarely",320,"Research and Development",11,3,"Life Science",1,2,Female,2024-01-25,90,3,1,"Laboratory Technician",2,Divorced,2730,25256,5,NULL,No,11,3,1,80,1,0,2,3,0,0,0,0,0
5314,"James Flores",42,No,"Travel Rarely",783,"Research and Development",7,2,"Technical Degree",1,4,Male,2021-08-25,84,3,4,"Laboratory Technician",4,Single,13719,7230,1,NULL,No,20,3,1,80,2,24,2,3,3,0,2,3,0
3996,"Thomas Walker",49,Yes,"Travel Frequently",466,Sales,1,4,Marketing,1,2,Male,2011-01-12,44,1,4,Manager,3,Married,12209,15502,3,NULL,Yes,19,3,3,80,2,28,1,2,13,9,9,5,1
9101,"Timothy Jones",44,No,"Travel Frequently",1483,"Human Resources",5,3,Other,1,1,Male,2021-10-01,69,3,3,"Human Resources",4,Married,7599,17234,4,NULL,No,24,3,2,80,0,25,3,3,3,0,1,1,0
4118,"Stephanie Robinson",24,No,"Travel Rarely",880,"Research and Development",1,2,Medical,1,4,Female,2020-03-31,72,3,2,"Laboratory Technician",4,Divorced,3769,5344,3,NULL,No,12,3,2,80,1,5,2,3,4,2,4,3,0
2137,"Joshua Allen",46,No,"Travel Rarely",708,"Research and Development",6,3,"Technical Degree",1,2,Male,2022-03-08,46,2,3,"Research Scientist",1,Divorced,8570,6286,8,NULL,No,21,3,4,80,1,25,0,2,2,0,2,1,0
3882,"Edward Davis",35,Yes,"Travel Rarely",702,"Research and Development",2,3,"Technical Degree",1,1,Male,2023-10-27,58,3,3,"Laboratory Technician",3,Single,9544,8641,5,NULL,Yes,18,3,3,80,1,14,4,1,1,0,1,0,1
1190,"Kevin Nguyen",46,No,"Travel Frequently",533,"Research and Development",13,4,Medical,1,2,Male,2013-07-26,60,3,3,"Healthcare Representative",3,Single,8159,8033,0,NULL,Yes,11,3,3,80,0,27,5,3,11,10,7,8,0
3402,"Michael Lee",33,No,"Travel Rarely",917,"Research and Development",1,2,Other,1,4,Male,2014-01-01,56,4,4,"Laboratory Technician",1,Missing,17860,11551,4,NULL,No,12,3,2,80,1,15,1,3,11,6,8,7,0
9399,"Anthony Gonzalez",38,No,"Travel Rarely",1156,Sales,7,3,"Technical Degree",1,4,Male,2021-12-28,69,4,4,"Sales Executive",3,Missing,13026,26989,4,NULL,No,15,3,3,80,0,17,4,3,3,3,0,1,0
3797,"Jessica Thompson",26,Yes,"Travel Rarely",972,"Research and Development",1,2,"Life Science",1,4,Female,2024-06-01,71,4,2,"Laboratory Technician",3,Married,6241,17232,4,NULL,No,17,3,3,80,2,8,3,3,0,0,0,0,1
2848,"James Thomas",49,No,"Travel Rarely",1251,"Human Resources",15,3,"Life Science",1,1,Male,2015-02-26,54,3,4,"Human Resources",1,Married,14416,4276,1,NULL,Yes,11,3,4,80,1,28,1,1,9,6,7,9,0
6278,"Edward Robinson",36,No,"Travel Rarely",667,"Research and Development",-5,3,"Life Science",1,3,Male,2012-01-09,97,2,5,Manager,2,Single,17813,12570,2,NULL,No,23,3,3,80,1,17,1,2,12,2,3,0,0
4098,"Matthew Jones",35,No,"Travel Rarely",1444,"Research and Development",3,2,"Technical Degree",1,3,Male,2020-08-09,62,4,3,"Laboratory Technician",3,Divorced,8299,12496,7,NULL,No,19,4,4,80,2,13,2,1,4,2,2,1,0
7127,"Joshua Thompson",43,No,"Travel Rarely",1187,"Research and Development",4,4,"Life Science",1,1,Male,2014-01-22,93,2,3,"Healthcare Representative",1,Married,7205,24565,2,NULL,No,16,3,4,80,0,22,5,1,10,1,0,7,0
3191,"Jacob Moore",34,No,"Travel Frequently",1421,"Research and Development",1,2,"Technical Degree",1,1,Male,2012-12-31,94,2,4,"Healthcare Representative",2,Divorced,15246,13867,2,NULL,No,22,3,2,80,0,16,2,3,12,2,5,7,0
4158,"Jeffrey Robinson",41,No,"Travel Rarely",552,"Research and Development",2,2,"Technical Degree",1,2,Male,2015-03-15,57,4,4,"Manufacturing Director",3,Divorced,12316,22292,4,NULL,No,23,4,3,80,1,19,3,1,9,0,6,4,0
5267,"Cynthia Young",35,No,"Travel Rarely",851,Sales,12,3,Marketing,1,4,Female,2018-10-20,89,1,5,"Sales Executive",4,Married,15191,13792,0,NULL,No,13,3,3,80,0,15,1,3,6,1,1,2,0
9580,"Daniel Johnson",34,No,"Travel Rarely",854,Sales,4,5,Marketing,1,3,Male,2018-08-10,46,3,5,"Sales Executive",4,Married,12716,17600,5,NULL,NULL,21,3,4,80,1,16,2,3,6,2,5,1,0
1114,"Kevin Smith",29,No,"Travel Rarely",1102,Sales,3,4,Marketing,1,1,Male,2018-05-25,70,3,3,"Sales Representative",2,Married,9006,11024,2,NULL,No,16,3,3,80,2,11,3,3,6,3,0,4,0
1267,"Deborah Jones",39,No,"Travel Rarely",1137,Sales,5,4,Missing,1,4,Female,2006-10-01,88,2,3,"Sales Executive",4,Married,9284,21444,1,NULL,Yes,19,3,1,80,2,18,5,4,18,13,5,2,0
6173,"Ryan Rodriguez",48,No,"Travel Rarely",610,"Research and Development",1,4,"Life Science",1,3,Male,2021-11-02,80,3,5,"Research Director",3,Single,19430,19737,4,NULL,No,14,4,3,80,2,29,0,4,3,2,3,3,0
4626,"John Anderson",36,No,"No Travel",581,"Research and Development",16,5,"Technical Degree",1,4,Male,2006-02-17,67,3,5,Manager,4,Single,17859,21063,4,NULL,No,24,3,1,80,1,18,1,2,18,4,5,12,0
9523,"Paul Walker",38,Yes,"Travel Rarely",1012,Sales,29,4,"Life Science",1,1,Male,2007-04-06,70,3,5,"Sales Representative",2,Single,15913,15652,4,NULL,Yes,23,3,1,80,0,19,6,3,17,6,3,0,1
6466,"Timothy Lee",38,No,"Travel Rarely",1345,"Research and Development",1,5,Medical,1,4,Male,2012-05-26,42,3,5,"Manufacturing Director",4,Divorced,12741,23271,0,NULL,Yes,23,3,1,80,1,16,2,3,12,8,11,7,0
7776,"Jennifer Miller",27,Yes,"Travel Frequently",311,"Research and Development",18,3,"Life Science",1,4,Female,2024-02-05,30,3,3,Manager,4,Single,10251,4764,3,NULL,Yes,13,3,4,80,1,9,5,3,0,0,0,0,1
6239,"Dorothy Perez",50,No,"Travel Rarely",566,"Human Resources",2,5,"Human Resources",1,3,Female,2019-07-12,80,3,3,"Human Resources",3,Married,8619,6772,3,NULL,Yes,18,3,2,80,0,31,2,3,5,4,1,1,0
2244,"Joseph Gonzalez",45,No,"Travel Rarely",919,Sales,1,2,Marketing,1,3,Male,2022-11-11,85,2,3,"Sales Executive",4,Married,10737,24669,2,NULL,NULL,12,3,2,80,0,27,2,3,2,0,0,0,0
9431,"Stephanie Ramirez",33,No,"Travel Rarely",562,"Human Resources",7,4,"Human Resources",1,2,Female,2014-08-28,83,2,5,"Human Resources",3,Single,19999,25303,3,NULL,No,17,3,3,80,0,15,4,4,10,3,7,5,0
1354,"Paul Davis",28,No,"Travel Rarely",228,"Research and Development",11,4,Medical,1,3,Male,2024-06-02,68,1,4,"Research Director",2,Married,16707,9903,3,NULL,No,15,3,3,80,2,7,2,3,0,0,0,0,0
5095,"Gary Wright",39,Yes,"Travel Rarely",810,"Research and Development",6,5,"Life Science",1,3,Male,2014-11-05,63,3,4,"Laboratory Technician",3,Married,15864,23072,2,NULL,Yes,22,3,2,80,2,18,2,2,10,5,0,4,1
1804,"John Gonzalez",38,Yes,"Travel Frequently",972,"Research and Development",2,4,"Life Science",1,2,Male,2019-08-07,42,3,3,"Laboratory Technician",3,Single,10262,17299,0,NULL,No,19,3,3,80,0,17,6,3,5,4,1,0,1
203,"Jacob Scott",29,Yes,"Travel Frequently",126,"Research and Development",2,4,Medical,1,3,Male,2024-02-16,86,2,4,"Manufacturing Director",3,Divorced,16340,7632,4,NULL,Yes,12,3,2,80,0,7,1,3,0,0,0,0,1
802,"Gary Lee",44,Missing,"Travel Rarely",185,Sales,1,3,Marketing,1,1,Male,2010-02-14,89,3,3,"Sales Executive",4,Married,8107,11979,0,NULL,No,23,3,4,80,0,26,4,3,14,12,10,11,NULL
9641,"Carol Anderson",40,No,"No Travel",591,"Research and Development",8,3,"Life Science",1,2,Female,2018-04-15,60,4,3,"Research Scientist",2,Married,11388,25473,3,NULL,No,23,3,1,80,0,21,3,2,6,3,0,5,0
5144,"Dorothy Hill",42,No,"Travel Frequently",228,"Research and Development",4,3,Missing,1,1,Female,2010-11-25,75,3,5,"Research Director",3,Single,18331,7790,2,NULL,No,12,3,1,80,3,22,3,3,14,6,10,1,0
9063,"Cynthia Torres",46,Yes,"Travel Frequently",676,"Research and Development",4,2,"Life Science",1,3,Female,2017-12-01,99,4,4,"Manufacturing Director",3,Single,13862,17754,3,NULL,No,24,3,4,80,2,24,4,4,7,0,4,3,1
396,"Steven Moore",40,No,"Travel Frequently",1082,"Human Resources",3,2,"Human Resources",1,4,Male,2010-12-25,92,3,3,"Human Resources",1,Married,9125,18879,0,NULL,No,24,3,4,80,1,22,4,4,14,14,8,6,0
9397,"Joshua Miller",33,No,"Travel Rarely",898,"Research and Development",1,4,"Life Science",1,1,Male,2009-09-29,65,4,3,"Research Scientist",2,Single,8940,24572,1,NULL,No,23,3,3,80,0,15,1,3,15,1,8,3,0
1326,"Thomas Allen",50,No,"Travel Rarely",997,"Research and Development",2,2,"Technical Degree",1,2,Male,1996-08-05,72,3,4,"Healthcare Representative",1,Married,17183,14571,3,NULL,No,16,3,4,80,2,31,1,3,28,25,1,26,0
191,"Andrew Johnson",40,No,"Travel Rarely",1034,Sales,27,2,"Life Science",1,2,Male,2011-01-14,30,3,3,"Sales Representative",3,Divorced,7989,9923,2,NULL,No,20,3,3,80,1,19,1,4,13,13,9,9,0
6317,"Jacob Taylor",34,No,"Travel Rarely",366,Sales,2,1,Medical,1,1,Male,2014-02-06,30,4,5,"Sales Executive",3,Married,19904,22494,1,NULL,No,18,3,3,80,2,12,2,2,10,9,6,4,0
3756,"Edward Smith",33,Yes,"Travel Rarely",1331,"Human Resources",1,3,Missing,1,2,Male,2018-05-28,64,4,3,Manager,1,Single,9117,15468,1,NULL,No,11,3,3,80,0,11,2,1,6,5,5,4,1
9693,"Robert Sanchez",29,No,"Travel Rarely",662,"Human Resources",2,3,Other,1,4,Male,2021-10-06,78,4,4,Manager,3,Single,16412,8931,2,NULL,No,11,3,4,80,1,9,6,2,3,2,1,3,0
1683,"John Lopez",41,No,"Travel Frequently",929,"Research and Development",3,4,"Life Science",1,1,Male,2018-09-23,46,2,3,"Laboratory Technician",4,Divorced,8973,21586,5,NULL,No,20,3,3,80,0,21,6,3,6,6,6,0,0
6494,"Matthew Clark",29,No,"Travel Frequently",637,"Research and Development",7,4,"Technical Degree",1,3,Male,NULL,79,3,3,"Laboratory Technician",3,Married,7064,9797,2,NULL,No,15,4,3,80,2,7,2,3,3,1,0,2,0
5666,"Jessica Martin",18,Yes,"No Travel",967,"Research and Development",27,3,"Life Science",1,2,Female,2024-12-27,76,2,1,"Healthcare Representative",1,Single,3403,24897,2,NULL,No,16,3,1,80,1,0,2,4,0,0,0,0,1
6895,"Timothy Martin",35,No,"Travel Rarely",769,"Research and Development",17,2,"Life Science",1,1,Male,2017-10-26,62,4,4,"Laboratory Technician",2,Single,16367,22008,5,NULL,Missing,23,3,2,80,1,16,2,3,7,0,5,0,0
8950,"David Davis",31,No,"Travel Rarely",1450,Sales,6,1,"Life Science",1,4,Male,2012-02-20,31,3,5,"Sales Representative",3,Single,18927,4628,1,NULL,No,17,3,2,80,1,12,3,3,12,10,10,3,0
4682,"John Gonzalez",25,Yes,"Travel Rarely",1073,"Human Resources",7,4,"Human Resources",1,1,Male,2024-08-11,76,4,3,"Human Resources",1,Single,8293,19485,3,NULL,No,16,3,3,80,0,4,2,3,0,0,0,0,1
6961,"Richard Allen",38,No,"Travel Rarely",656,"Human Resources",6,3,"Human Resources",1,3,Male,2007-12-22,70,3,4,Manager,4,Single,17232,4440,5,NULL,No,20,3,3,80,1,20,3,3,17,0,2,3,0
2412,"George Jackson",48,No,"Travel Rarely",608,"Research and Development",4,4,Medical,1,2,Male,2021-08-08,95,1,3,"Research Scientist",2,Divorced,6713,25765,2,NULL,No,12,3,2,80,0,27,6,4,3,3,3,2,0
8237,"John Scott",18,No,"Travel Rarely",1338,"Research and Development",16,3,Medical,1,4,Male,2024-11-15,92,3,1,"Laboratory Technician",4,Single,NULL,2889,4,NULL,No,22,4,2,80,2,0,6,3,0,0,0,0,0
8743,"Anthony Wright",30,No,"Travel Rarely",331,"Research and Development",1,3,"Life Science",1,2,Male,2020-03-31,57,2,3,Manager,1,Married,8960,10079,2,NULL,No,12,3,4,80,1,10,5,3,4,2,4,3,0
7874,"Amanda Lee",50,No,"Travel Rarely",425,"Research and Development",6,3,"Life Science",1,3,Female,2015-04-11,56,4,3,"Manufacturing Director",4,Divorced,8882,2928,1,NULL,No,16,4,3,80,0,28,3,3,9,3,8,6,0
6442,"Karen King",52,No,"Travel Rarely",711,"Research and Development",1,3,"Life Science",1,3,Female,1995-09-01,68,4,4,"Research Director",1,Divorced,16920,3606,4,NULL,Missing,21,3,1,80,2,30,2,2,29,3,1,1,0
1146,"Michelle Young",30,Yes,"Travel Frequently",756,Sales,11,3,Marketing,1,3,Female,2020-03-24,33,3,3,"Sales Representative",1,Single,7184,10527,2,NULL,Missing,18,3,4,80,3,10,2,2,4,1,0,4,1
