EmployeeNumber,EmployeeName,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HireDate,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
2926,Anthony Robinson,49,Yes,Travel_Rarely,1145,Sales,16,3,Life Sciences,1,4,Male,12-Aug-2015,40,3,5,Sales Representative,1,DIVORCED,"19,999",10457,1,Y,Yes,20,3,4,80,1,31,0,2,9,1,0,4
8005,Lisa Martin,34,No,travel_frequently,697,Research & Development,14,2,Life Sciences,1,3,Female,-,57,2,5,Laboratory Technician,3,Married,17759,20324,2,Y,No,23,4,4,80,3,14,2,1,8,2,6,7
3243,John Flores,51,No,Travel_Frequently,418,Research & Development,1,2,Life Sciences,1,4,Male,1995-05-29,42,3,3,Laboratory Technician,1,Divorced,7054,19294,2,Y,?,21,3,2,80,0,29,3,2,29,26,24,12
633,Matthew Taylor,42,No,Travel_Frequently,703,Research & Development,3,4,Medical,1,3,Male,"September 27, 2008",43,3,4,Research Scientist,2,married,16265,17452,2,Y,No,12,3,2,80,0,23,2,2,16,3,7,4
968,William Robinson,33,No,Travel_Rarely,$275,Research & Development,8,2,Life Sciences,1,1,MALE,02/04/2015,96,3,4,Manufacturing Director,3,Divorced,12192,6945,4,Y,Yes,13,3,3,80,2,15,4,1,9,4,2,3
1412,John Smith,52,No,Travel Rarely,214,Sales,4,2,Marketing,1,3,Male,03/24/1996,59,3,4,Sales Representative,2,Single,$9658.00,16861,1,Y,No,11,3,3,80,1,33,2,3,28,13,3,3
3330,Andrew Miller,36,No,TRAVEL_RARELY,132,Sales,3,3,Human Resources,1,4,Male,21-Jan-2019,85,2,4,Sales Representative,1,Single,"12,481",13072,3,Y,No,22,3,2,80,1,16,0,3,5,3,2,0
9656,Betty Jones,36,No,Travel_Rarely,1414,Research & Development,1,2,Technical Degree,1,1, Female,08/05/2016,72,3,4,Research Director,3,Single,16447,7077,9,Y,Yes,21,3,4,80,1,15,4,3,8,8,0,7
9074,William Scott,45,No,Travel_Rarely,616,Sales ,9,2,Marketing,1,2, Male,19/12/2016,55,4,4,Manager,1,MARRIED,12681,11072,2,Y,No,21,3,4,80,1,24,2,4,8,2,5,2
4965,Anthony Martinez,48,No,Travel_Rarely,1465,Research & Development,18,3,Technical Degree,1,4,Male,10/22/2000,40,2,4,Manager,4,Single ,$13492.00,9691,2,Y,No,21,4,2,80,1,28,4,3,24,18,9,8
7669,PAUL ROBINSON,31,Yes,Travel_Rarely,1479,Research & Development,11,2,Life Sciences,1,2,Male,2020-04-19,71,3,5,Laboratory Technician,3, Married,"$16,730",25421,4,Y,YES,19,3,1,80,0,12,2,2,4,4,0,0
5590,Jessica Miller,38,No,Travel_Rarely,$1179,Research & Development,4,4,Medical,1,2,Female,17/11/2018,66,1,4,Research Director,4,Married,17011,10787,2,Y,No,14,4,4,80,1,17,0,4,6,2,4,2
9044,Cynthia Nguyen,33,No,Travel_Rarely,846,R&D,2,4,Med,1,3,Female,2013-03-26,90,2,4,Manager,4,Married,17404,4245,5,Y,no,19,4,1,80,0,13,0,3,11,9,7,1
8213,ROBERT LEWIS,31,Yes,Travel_Rarely,573,Sales,2,4,Marketing,1,4,Male,2014-07-24,30,4,3,Sales Representative,2,Divorced,$8296.00,12255,1,Y,Yes,18,3,4,80,1,10,5,3,10,9,6,10
5660,Joshua Anderson,32,No,Travel_Rarely,434,Research & Development,16,2,Life Science,1,3,Male,2010-07-15,34,4,3,Research Scientist,1,MARRIED,8376,21907,1,Y,0,18,4,4,80,1,14,6,2,14,14,1,1
6633,Rebecca Martinez,35,No,Travel_Frequently,1424,Research & Development,14,3,Life Science,1,3,Female,2011-07-04,47,4,5,Laboratory Technician,1,Single,$14484.00,9565,1,Y,No,14,3,4,80,0,16,3,3,13,3,7,7
4789,Paul Garcia,39,No,Travel_Rarely,1406,Research & Development,1,2,Life Sciences,1,4,Male,unknown,88,3,3,Research Scientist,3,Married,$6102.00,21238,4,Y,Yes,14,3,2,80,0,19,1,3,8,0,0,2
8060,Dorothy Lewis,37,No,Travel_Rarely,589,Human Resources,1,2,Human Resources,1,4,Female,2015-08-06,34,3,4,Human Resources,2,single,"14,587",23611,5,Y,0,22,3,3,80,0,18,5,3,9,6,1,4
1639,Andrew Martinez,48,No,Travel_Frequently,$1381,Research & Development,7,3,Life Sciences,1,4,Male,29/11/2014,67,3,5,Manager,3,Maried,"$18,980",6333,2,Y,No,14,3,4,80,0,27,2,2,10,4,4,1
9341,Donna Garcia,46,Yes,Travel_Rarely,1423,Sales,11,1,Medical,1,2,Female,2018-10-17,48,3,3,Sales Representative,2, Married,5481,10505,1,Y,Yes,15,3,3,80,1,28,0,3,6,4,3,6
2200,Joseph Torres,34,No,Travel_Rarely,838,Human Resources,2,3,Marketing,1,3,Male,2010-07-27,97,3,3,Human Resources,4,married,"11,270",16299,2,Y,Yes,11,3,2,80,1,14,2,3,14,8,5,8
3467,Jason Johnson,46,No,Travel_Frequently,989,Research & Development,6,2,Marketing,1,1,Male,05/24/2019,88,4,5,Research Scientist,4,Married,"15,870",19398,4,Y,N,17,3,4,80,0,26,2,4,5,0,4,0
7797,Margaret Thomas,36,No,Travel_Rarely,312,Research & Development,6,3,Medical,1,3,Female,19/01/2007,45,1,5,Research Scientist,4,Married,19999,17256,1,Y,No,16,4,3,80,1,17,2,3,17,13,15,12
9003,  Dorothy Rodriguez  ,30,No,TRAVEL_RARELY,962,Research & Development,15,2,Medical,1,2,Female,03/21/2016,51,3,3,Research Director,3,divorced,10670,15394,1,Y,0,13,3,4,80,0,9,2,3,8,1,8,6
2207,Mark Smith,35,Yes,Travel_Frequently,1389,Human Resources,3,3,human resources,1,1,M,"June 15, 2016",67,3,4,Human Resources,1,SINGLE,"16,126",13803,3,Y,1,14,3,4,80,2,14,5,3,8,4,8,2
36,Joseph Lopez,27,Yes,,1400,Research & Development,10,4,Technical Degree,1,3,Male,2023-09-18,43,1,3,Research Scientist,4,Married,11623,8814,1,Y,No,15,3,2,80,2,6,3,2,1,1,0,1
5153,Joseph Anderson,46,No,Travel_Rarely,1204,Research & Development,-10,5,Medical,1,4,Male,2021-07-04,41,1,4,Research Scientist,2,Married,14002,3409,1,Y,No,20,4,4,80,1,25,2,3,3,0,3,1
50,Emily Lee,47,No,Travel_Rarely,107,research & development,3,3,Life Sciences,1,4,Female,06-Apr-2021,58,2,4,Healthcare Representative,2,Single,9611,18411,3,Y,No,22,3,3,80,1,26,4,3,3,0,0,3
1446,Steven King,40,Yes,Travel Rarely,1040,Sales,5,4,Marketing,1,1,Male,2009-08-22,48,2,4,Sales Representative,1,Married,11918,15912,3,Y,No,15,3,2,80,0,21,1,3,15,8,6,14
4990,Jason Thompson,27,Yes,Travel_Rarely,980,Sales,3,3,marketing,1,4,male,NA,58,2,3,Manager,3,Single,11321,10772,1,Y,No,14,3,3,80,0,6,2,2,6,2,1,4
3108,Mary Hernandez,44,No,Non-Travel,1392,Sales,5,4,Life Sciences,1,3,Female,08/19/2001,59,3,4,Sales Executive,2,Single,"9,275",19021,2,Y,1,24,4,4,80,1,23,4,3,23,8,22,11
7293,Michael Rodriguez,30,No,non-travel,$565,Research & Development,28,4,Medical,1,1,Male,12/23/2016,40,3,4,Research Scientist,1,Married,"12,577",8919,5,Y,No,11,4,1,80,0,8,6,4,8,3,5,0
2944,William Walker,32,No,Travel_Rarely,$1095,Research & Development,1,2,life sciences,1,4, Male,14-Dec-2021,71,3,3,Laboratory Technician,1,Single,9675,5600,3,Y,No,14,3,4,80,2,12,2,3,3,1,1,1
7626,CYNTHIA WHITE,33,No,Travel_Rarely,1329,Sales,9,2,Other,1,4,Female,05/09/2019,35,4,3,Sales Executive,2,Married,"$9,073",22007,1,Y,No,17,3,3,80,0,14,2,4,5,5,4,0
5079,Michael Lee,37,No,Travel_Rarely,$402,Sales,6,2,Marketing,1,1,Male,Unknown,60,4,4,Sales Executive,4,single,14823,8102,4,Y,No,18,4,4,80,0,15,4,3,6,5,0,5
2278,Barbara Williams,28,Yes,Travel_Rarely,123,SALES,3,3,Marketing,1,3,Female,20-Apr-2021,55,4,4,Sales Executive,3, Married,15188,4676,0,Y,No,18,3,4,80,0,9,6,3,3,2,2,3
3691,Gary Anderson,44,No,Non-Travel,533,research & development,12,4,Life Sciences,1,1,Male,02/14/2000,67,4,4,Laboratory Technician,3,Divorced,13899,11108,5,Y,0,18,3,4,80,2,24,4,1,24,14,12,5
3563,Jason Wright,41,No,Travel_Frequently,1245,Research & Development,3,4,Medical,1,1,Male,07/16/2018,40,1,4,Laboratory Technician,2,Married,18240,20846,2,Y,1,12,3,1,80,0,20,2,3,6,5,3,1
1794,Laura Rodriguez,35,No,Travel_Rarely,970,Research & Development,1,2,Life Sciences,1,4,Female,"April 20, 2024",39,3,4,Manager,1,Married,15649,5827,6,Y,No,17,3,3,80,1,15,3,2,0,0,0,0
8641,Jason Martin,23,Yes,Travel_Rarely,214,Sales,1,2,Life Sciences,1,2,Male,17-May-2022,32,3,1,Sales Representative,3,Divorced,"$2,367",11140,0,Y,Yes,16,3,2,80,2,2,3,3,2,1,0,0
234,Ronald Miller,40,No,non-travel,645,Sales,1,3,Marketing,1,3,Male,30/10/2022,40,4,3,Manager,2,Maried,"9,764",23909,1,Y,No,16,4,3,80,0,19,5,2,2,0,2,0
1297,Betty Miller,48,Yes,Travel_Rarely,522,Research & Development,5,3,Life Sciences,1,2,Female,21-Jun-2023,38,2,5,Manufacturing Director,4,Single,"$17,491",14896,8,Y,0,21,3,2,80,0,27,3,3,1,0,1,1
794,Elizabeth White,34,No,Unknown,201,Sales,3,4,Marketing,1,2,F,2022-03-22,93,3,5,Sales Representative,1,Divorced,"$14,470",3415,1,Y,NA,11,3,3,80,0,12,1,3,2,2,1,0
4700,Jeffrey Harris,41,No,Travel_Rarely,$1045,Research & Development,1,2,Medical,1,3,Male,08/24/2009,58,3,4,Research Scientist,2,Divorced,12145,6413,5,Y,n/a,15,3,2,80,1,20,2,1,15,13,12,0
1083,Brian Nguyen,50,No,Travel_Rarely,301,Research & Development,3,3,Technical Degree,1,2,Male,26-Dec-2000,61,3,4,Laboratory Technician,1,Married,"15,165",7599,1,Y,NO,18,4,1,80,0,31,0,3,24,9,17,4
2125,Joshua Moore,36,No,Travel_Rarely,853,Sales,29,4,Marketing,1,2,male,19/03/2012,56,2,4,Manager,2,SINGLE,"$13,623",2428,1,Y,No,24,3,2,80,1,18,3,3,12,10,7,4
8444,Timothy Garcia,31,No,Travel_Rarely,275,Sales,13,2,Marketing,1,4,Male,07/10/2021,37,1,3,Sales Executive,3,Single,NULL,15127,1,Y,No,24,3,2,80,2,9,1,4,3,1,0,0
8458,thomas lee,24,No,travel_rarely,1211,Research & Development,29,4,Med,1,4,Male,03/21/2023,45,4,3,Laboratory Technician,3,Single,"$7,842",19084,2,Y,No,14,4,2,80,3,4,3,3,1,0,0,0
8032,Anthony Johnson,34,No,Travel_Rarely,$893,Research & Development,2,5,Technical Degree,1,4,Male,2019-07-17,79,3,4,Healthcare Representative,4,Married,14569,18502,5,Y,No,20,3,4,80,0,16,2,4,5,4,4,0
8654,Mary Taylor,43,Yes,Travel Frequently,782,Human Resources,3,3,NULL,1,4,Female,04-Jun-2022,85,2,4,Human Resources,2,Single,"$16,438",25095,4,Y,Yes,13,3,4,80,2,22,3,3,2,0,2,1
9667,  James Smith  ,29,No,Travel_Rarely,883,Research & Development,1,4,Medical,1,3,Male,"April 23, 2016",96,2,3,Research Scientist,4,Single,8304,12418,2,Y,?,15,3,4,80,0,10,3,2,8,3,1,4
9228,Susan Thomas,44,No,TRAVEL_RARELY,1320,Sales,3,2,Marketing,1,3,Female,04/18/2002,62,2,4,Sales Executive,1,Single,"$19,999",10973,1,Y,No,24,3,1,80,0,26,4,3,22,4,7,14
8908,Thomas Hernandez,38,No,Travel_Rarely,1465,Research & Development,3,3,Medical,1,2,Male,08/09/2008,41,3,3,Research Scientist,3,Single,8623,2280,2,Y,N,24,3,4,80,0,16,2,1,16,6,7,5
6810,Ryan Harris,28,Yes,Travel_Frequently,1150,Sales,23,2,Marketing,1,4,Male,04-Sep-2019,99,4,3,Sales Executive,1,Married,"$8,340",10237,3,Y,No,13,3,4,80,0,6,6,2,5,0,0,2
4131,Donna Thompson,35,No,Travel_Frequently,104,Sales,4,3,Medical,1,1,F,2019-10-03,82,3,4,Sales Executive,2,Divorced,9606,4643,6,Y,No,17,3,3,80,1,17,5,2,5,5,0,5
8268,Dorothy Torres,31,No,Travel_Rarely,$411,Research & Development,7,3,Life Sciences,1,2,Female,14/02/2017,86,4,4,Laboratory Technician,1,Single,14368,15315,0,Y,No,24,3,1,80,0,13,2,1,7,0,6,5
3332,Nancy Hernandez,30.0,No,TRAVEL_RARELY,647,Sales,1,3,Marketing,1,2,Female,Unknown,55,3,4,Sales Executive,3,Married,16222,26609,2,Y,No,23,3,4,80,1,8,2,4,2,0,1,0
7740,Michael Thomas,40,Yes,Travel_Frequently,429,Research & Development,11,3,Medical,1,3,Male,2018-05-23,41,3,5,Research Scientist,2,Married,"16,181",24139,4,Y,NO,14,3,4,80,0,19,0,2,6,2,1,6
6786,Donna Torres,49,No,NON-TRAVEL,947,Sales,19,4,Marketing,1,1,Female,08/29/2024,47,3,4,Sales Representative,3,Single,"12,325",26510,4,Y,No,20,4,4,80,3,28,2,3,0,0,0,0
6582,Sarah Perez,32,No,travel_rarely,907,Research & Development,6,3,OTHER,1,3,Female,2014-07-25,68,1,3,Laboratory Technician,3,Married,9205,19677,3,Y,Yes,21,3,2,80,0,12,3,4,10,2,3,6
8135,Dorothy Anderson,29,No,Travel_Rarely,656,Sales ,12,4,Marketing,1,2,Female,2021-12-17,65,2,2,Sales Executive,2,Single,"$3,742",10537,1,Y,0,15,3,1,80,0,11,1,4,3,1,2,2
1717,Amanda Taylor,28,No,Travel_Rarely,1399,Research & Development,21,3,Med,1,4,Female,2021-08-04,50,3,3,Manager,4,Maried,$4507.00,11441,3,Y,No,17,3,3,80,0,10,0,4,3,1,3,2
5840,ronald jones,54,No,Non-Travel,151,Sales ,11,4,Marketing,1,2,M,28-Apr-1991,34,2,4,Sales Executive,3,Married,16778,10723,0,Y,No,15,3,2,80,0,36,4,3,33,11,32,24
9626,Sandra Lewis,26,No,Travel_Rarely,831,Research & Development,7,5,Marketing,1,1,Female,2019-09-13,98,3,3,Healthcare Representative,3, Married,7247,25891,4,Y,No,16,3,4,80,1,5,6,4,5,4,0,1
7997,Ryan Martin,56,No,TRAVEL_RARELY,1220,R&D,22,4,Life Sciences,1,1,M,01/15/2023,58,2,5,Manufacturing Director,2,Divorced,15449,17245,2,Y,No,14,4,4,80,1,38,2,2,1,0,0,0
7236,Paul Moore,43,No,Travel Rarely,$1106,Sales,2,1,Other,1,1,Male,17-Mar-2007,53,3,5,Sales Executive,4,Married,$19999.00,24118,5,Y,Yes,13,3,3,80,0,21,2,2,17,0,1,6
8615,Thomas Ramirez,42,No,Travel_Rarely,906,Research & Development,1,3,Technical Degree,1,1, Male,13/07/2004,50,3,4,Research Director,4,married,13811,11589,2,Y,NO,22,3,4,80,0,21,2,2,20,11,12,15
3326,Margaret Miller,39,Yes,Travel_Rarely,1210,Research & Development,8,4,MEDICAL,1,1,F,2008-03-14,30,3,3,Laboratory Technician,4,Married,7553,4931,5,Y,Yes,19,3,3,80,0,20,1,3,16,14,4,5
7129,Kevin Martinez,27,Yes,Travel_Rarely,1261,Research & Development,10,2,Life Sciences,1,4,Male,24-May-2019,48,4,3,Manager,1,Single,7329,19049,1,Y,0,18,3,4,80,0,8,2,2,5,0,1,3
6016,Barbara Davis,29,No,Travel_Frequently,1167,Research & Development,8,2,Life Sciences,1,2,F,17-Nov-2020,45,3,3,Laboratory Technician,4,Married,"7,726",12787,3,Y,No,15,3,3,80,1,9,4,2,4,2,0,4
5207,Matthew Brown,32,No,Travel_Rarely,$717,Research & Development,NA,4,Life Sciences,1,2,Male,26-Jul-2019,39,4,3,Healthcare Representative,3,Single,$8783.00,10726,3,Y,No,21,3,4,80,0,14,3,3,5,0,1,5
4762,Ashley Young,28,No,TRAVEL_FREQUENTLY,717,SALES,5,3,Marketing,1,2,female,19/06/2021,83,3,3,Sales Executive,4,Married,"10,207",19009,1,Y,Yes,15,3,4,80,1,9,4,2,3,3,2,1
307,carol harris,29,No,Travel_Rarely,737,Research & Development,15,5,Technical Degree,1,2,Female,03/30/2018,82,3,4,Laboratory Technician,2, Single,,15354,8,Y,Yes,18,3,2,80,1,11,5,2,6,5,3,6
6350,Stephanie Davis,25,No,Travel_Rarely,$578,Research & Development,8,4,Life Sciences,1,4,Female,25/08/2022,98,1,3,Research Scientist,4,Single,$12056.00,12025,1,Y,NO,12,3,4,80,1,4,2,2,2,2,2,2
3280,  Sharon Lopez  ,35,Yes,Travel_Rarely,725,Sales,5,2,marketing,1,4, Female,2015-05-05,45,2,3,Sales Executive,1,Single,9057,15021,1,Y,No,14,3,4,80,0,13,6,4,9,2,4,0
9302,Andrew Smith,25,Yes,Travel_Frequently,888,Research & Development,4,3,Med,1,3,Male,2023-09-09,82,3,3,Manufacturing Director,4,Married,"8,379",8243,6,Y,No,20,3,3,80,1,7,3,2,1,0,1,1
4620,Rebecca Young,23,No,Travel_Rarely,798,Sales,2,4,Other,1,4,Female,2020-08-28,42,4,2,Sales Representative,3,Single,3539,20070,4,Y,No,12,4,4,80,0,4,2,4,4,3,0,3
2122,Timothy Martin,41,No,Travel_Rarely,$1041,Research & Development,6,5,OTHER,1,1,Male,2008-10-20,37,4,5,Laboratory Technician,4,married,14552,18710,4,Y,No,18,3,3,80,0,20,1,4,16,1,2,7
4155,Amanda Hernandez,30,No,Travel_Rarely,431,Sales,6,3,Marketing,1,1,Female,11/04/2020,32,4,4,Sales Representative,2,Married,11317,4009,3,Y,No,13,3,2,80,1,11,4,4,4,3,4,2
6621,James Martinez,24,Yes,Travel_Rarely,107, Sales,9,3,Human Resources,1,4,Male,"September 03, 2022",36,2,2,Sales Executive,1,Married,"$4,612",26538,2,Y,N,23,4,3,80,0,3,3,4,2,1,2,0
196,Barbara Martinez,45,No,Travel_Frequently,490,Research & Development,3,3,life sciences,1,1,Female,03/23/2001,63,4,4,Laboratory Technician,2,SINGLE,"$16,970",13980,4,Y,Yes,23,4,2,80,0,23,5,4,23,1,15,9
9382,Stephanie Garcia,41,No,Travel_Frequently,833,Research & Development,6,3,Life Sciences,1,1, Female,27/10/2009,63,4,4,Manufacturing Director,2, Married,"$17,047",9051,2,Y,0,24,3,2,80,1,19,2,3,15,14,6,13
7057,Andrew Allen,39,Yes,Travel_Rarely,276,Research & Development,5,3,Technical Degree,1,3,Male,"August 29, 2015",85,3,3,Laboratory Technician,2,Divorced ,"$8,691",7854,7,Y,yes,12,3,2,80,2,17,4,4,9,0,6,0
2370,Margaret Taylor,25,No,Travel_Rarely,375,Sales,1,3,Mktg,1,3,FEMALE,07/04/2017,80,3,3,Sales Representative,1,Married,"8,171",14654,3,Y,Yes,14,3,2,80,0,7,5,3,7,1,7,4
95,LINDA WALKER,37,No,Travel_Rarely,465, Sales,4,3,Mktg,1,1,Female,05/04/2012,99,4,5,Manager,4,Divorced,13841,16497,2,Y,No,21,3,3,80,1,16,2,4,12,1,2,3
5885,Mark Garcia,40,No,Travel_Rarely,1465,SALES,8,5,Life Sciences,1,1,MALE,15-Apr-2008,78,4,4,Sales Representative,2,Married,8995,2991,1,Y,no,17,3,1,80,0,22,2,2,16,14,4,15
1277,Jason Jackson,31,No,Travel_Rarely,526,Sales ,8,3,Medical,1,1,male,11-Dec-2021,37,4,4,Sales Representative,4,Married,16057,14623,4,Y,Yes,21,3,1,80,0,12,3,3,3,1,3,0
7552,Michelle Clark,38,Yes,TRAVEL_RARELY,1249,Research & Development,11,3,Medical,1,4,Female,2024-04-30,46,3,3,Laboratory Technician,2,Married,5300,26289,3,Y,No,13,3,3,80,1,17,3,3,0,0,0,0
6242,Amanda Miller,18,Yes,Travel_Rarely,884,Sales,1,4,Medical,1,1,Female,29/12/2024,79,3,1,Sales Executive,4,SINGLE,3249,10947,3,Y,Yes,16,3,2,80,1,0,2,3,0,0,0,0
9748,Sarah Lee,43,No,Travel_Rarely,1013,Sales,3,5,Marketing,1,2,Female,2009-03-09,80,4,3,Manager,4,Divorced,"$8,124",12301,0,Y,Yes,12,3,1,80,1,24,2,2,15,8,9,14
6462,Kevin Lewis,29,No,Travel Rarely,$1034,RESEARCH & DEVELOPMENT,9,1,Life Sciences,1,2,M,22/12/2015,65,3,2,Laboratory Technician,4,Divorced,$5203.00,15603,4,Y,yes,18,3,2,80,0,9,6,3,9,1,4,4
1886,Charles Jones,31,No,N/A,639,Sales,8,3,HUMAN RESOURCES,1,4,Male,2021-02-28,65,4,4,Sales Executive,3,MARRIED,"$14,822",22164,4,Y,1,22,3,3,80,0,12,0,4,3,1,3,0
7174,Robert White,37,No,Travel_Rarely,1142,Research & Development,4,5,Medical,1,3, Male,03/31/2014,98,3,5,Healthcare Representative,4,Married,"$17,033",22438,3,Y,0,20,3,3,80,1,15,2,3,10,0,0,6
3803,Joseph Brown,42,Yes,Travel_Rarely,$297,Research & Development,2,3,Medical,1,3,Male,20/02/2017,56,4,5,Manufacturing Director,3,Divorced,"$19,999",16106,4,Y,YES,22,3,4,80,1,23,1,3,7,1,4,3
6,cynthia allen,18,Yes,Travel_Rarely,733,RESEARCH & DEVELOPMENT,4,3,Medical,1,1,F,2024-05-27,97,3,1,Research Scientist,4,divorced,2735,4391,1,Y,No,16,3,1,80,2,0,3,3,0,0,0,0
5318,Ronald Lewis,39,No,Non-Travel,1299,Research & Development,6,5,Other,1,4,Male,"July 23, 2022",55,2,3,Research Scientist,3,Married,9504,6763,3,Y,0,16,3,3,80,1,19,2,3,2,0,1,1
1391,Robert Clark,26,No,Travel_Frequently,791,Research & Development,9,3,Life Sciences,1,3,Male,2018-10-24,33,4,3,Research Scientist,2,MARRIED,"$7,635",10820,2,Y,No,22,3,4,80,0,8,4,3,6,2,6,4
1996,Jennifer Lopez,41,No,n/a,826,Research & Development,1,4,Life Sciences,1,3,Female,2011-05-19,83,3,5,Healthcare Representative,4,Single,$19999.00,5735,3,Y,YES,14,3,2,80,0,19,2,3,13,2,11,3
6062,Andrew Lopez,36,No,Travel_Frequently,792,Human Resources,3,3,human resources,1,1,Male,2013-12-24,84,2,4,Manager,1,Married,"$16,122",2186,1,Y,0,19,3,4,80,1,14,3,2,11,8,0,0
2448,Michelle King,27,Yes,Travel_Rarely,465,Research & Development,10,3,Medical,1,3,Female,02/04/2016,40,3,3,Healthcare Representative,4,Married,"8,812",8305,2,Y,Yes,20,3,1,80,1,8,4,3,8,3,8,2
9258,William Rodriguez,56,Yes,travel_rarely,539,Human Resources,5,5,Human Resources,1,3,Male,2024-12-06,71,2,5,Human Resources,2,Married,19999,7832,4,Y,Yes,17,3,2,80,0,37,0,2,0,0,0,0
457,Michael Hernandez,34,Yes,Travel_Frequently,1153,Research & Development,1,3,Life Sciences,1,4, Male,16-May-2017,43,1,4,Manufacturing Director,1,Single,13305,7561,4,Y,N,12,4,4,80,0,12,2,3,7,2,6,4
7523,Mary Lopez,20,No,Non-Travel,922,R&D,13,3,MEDICAL,1,3,Female,"March 06, 2024",30,4,2,Manager,1, Single,Unknown,7878,3,Y,Yes,11,3,3,80,1,0,5,3,0,0,0,0
7875,Jason Anderson,30,Yes,Travel_Rarely,1258,-,6,3,Human Resources,1,3,Male,,45,2,2,Human Resources,4,MARRIED,$4365.00,14426,4,Y,Yes,22,3,3,80,1,10,2,4,4,3,1,1
6696,WILLIAM SANCHEZ,44,No,Travel_Rarely,625,Sales,?,2,Marketing,1,3,Male,2015-12-20,73,3,3,Sales Representative,2,Divorced,"9,437",6268,4,Y,no,12,3,3,80,0,24,4,2,9,0,4,6
4185,Paul Jones,25,Yes,Travel_Frequently,772,Research & Development,10,3,life sciences,1,1, Male,09/12/2018,40,4,3,Healthcare Representative,4,Single,unknown,7699,2,Y,Yes,13,3,2,80,0,6,3,2,6,2,6,3
8774,Michael Davis,32.0,No,Travel_Rarely,390,Research & Development,16,2,Other,1,1,Male,"June 17, 2019",76,2,3,Laboratory Technician,3,Married,"$9,195",4068,5,Y,No,11,3,2,80,3,11,2,3,5,5,4,3
3724,Paul Nguyen,48,No,Non-Travel,400,Research & Development,4,4,Medical,1,4,Male,06/21/2007,95,3,3,Healthcare Representative,4,N/A,9630,24551,0,Y,1,15,3,4,80,1,28,3,3,17,16,7,11
5464,Donna Garcia,33,Yes,Travel_Rarely,988,R&D,5,4,Life Sciences,1,1,Female,29-Oct-2024,74,4,4,Research Scientist,4,Married,$14230.00,18537,2,Y,Yes,23,3,3,80,0,13,3,2,0,0,0,0
5069,Jason Taylor,36,No,Travel_Rarely,1457,human resources,17,5,Human Resources,1,4,Male,2023-02-13,81,3,4,Manager,1,Maried,10316,18648,1,Y,No,17,3,4,80,1,14,5,3,1,1,0,1
2353,Linda Young,36,No,Travel_Rarely,1428,Research & Development,1,3,Other,1,2,Female,2013-08-06,86,2,4,Manufacturing Director,1,single,15742,20004,3,Y,Yes,20,3,1,80,0,17,4,2,11,2,1,5
2868,Mary Sanchez,39,No,Travel_Rarely,1059,Research & Development,18,2,Marketing,1,2,FEMALE,11/08/2009,40,4,5,Laboratory Technician,1,Married,19999,6834,5,Y,No,19,3,2,80,1,18,3,3,15,9,12,0
2115,Kimberly Nguyen,45,No,Travel_Rarely,438,Research & Development,1,1,Life Sciences,1,4, Female,01/23/2020,47,4,3,Research Scientist,3,single,"6,743",8383,1,Y,No,24,3,3,80,1,26,2,1,4,2,4,1
7821,Carol Martin,50,No,Travel_Rarely,327,Research & Development,7,1,Life Sciences,1,4,Female,08/14/2008,48,2,3,Research Scientist,4,single,11580,12600,0,Y,Yes,11,3,2,80,0,30,2,3,16,14,3,6
7853,Ryan Nguyen,49,No,Travel Rarely,1397,RESEARCH & DEVELOPMENT,1,3,Life Sciences,1,1,MALE,02/11/2009,76,3,3,Manufacturing Director,3,Married,$8974.00,18608,3,Y,No,11,3,3,80,0,27,5,2,15,0,14,15
5229,  Joshua Wright  ,20,No,Travel_Rarely,1493,Research & Development,6,4,MEDICAL,1,4, Male,-,69,3,3,Manager,4,Divorced,10679,16366,1,Y,No,16,3,3,80,1,2,1,3,1,0,0,0
781,George Lee,36,No,Travel_Rarely,1169,Research & Development,29,4,Technical Degree,1,3, Male,07/22/2014,33,3,3,Healthcare Representative,3,MARRIED,8471,20784,3,Y,No,21,3,4,80,1,18,6,1,10,9,1,0
1091,Lisa Martinez,37,No,Travel_Rarely,626,Research & Development,2,3,Technical Degree,1,3,Female,24-Dec-2008,41,2,5,Research Scientist,2,Single,16366,15087,2,Y,Yes,17,3,2,80,1,17,1,3,16,15,11,13
739,Steven Lopez,40,No,Travel_Rarely,554,Research & Development,17,2,Medical,1,4,male,02/07/2018,67,3,3,Healthcare Representative,2,Married,9240,19166,3,Y,No,23,3,2,80,1,20,0,4,6,5,2,4
2250,Daniel Lewis,34,No,Travel_Rarely,495,sales,4,3,MARKETING,1,3,Male,13-Jun-2013,90,3,5,Manager,1,SINGLE,"19,058",16128,2,Y,No,21,4,2,80,2,12,4,4,11,3,6,8
